4 121
1.188071719875340e+02 4.193194305442390e+01
1.151292089237736e+02 4.193194305442390e+01
1.076177629509361e+02 4.193194305442390e+01
9.868739687682913e+01 4.193194305442390e+01
9.117595090399161e+01 4.193194305442389e+01
8.749798784023120e+01 4.193194305442390e+01
1.188071719875340e+02 4.025715630217584e+01
1.151292089237736e+02 4.025715630217584e+01
1.076177629509361e+02 4.025715630217584e+01
9.868739687682913e+01 4.025715630217584e+01
9.117595090399162e+01 4.025715630217584e+01
8.749798784023122e+01 4.025715630217584e+01
1.188071719875340e+02 3.683676572525872e+01
1.151292089237736e+02 3.683676572525872e+01
1.076177629509361e+02 3.683676572525872e+01
9.868739687682915e+01 3.683676572525872e+01
9.117595090399163e+01 3.683676572525872e+01
8.749798784023123e+01 3.683676572525872e+01
1.188071719875340e+02 3.277025974508498e+01
1.151292089237736e+02 3.277025974508498e+01
1.076177629509361e+02 3.277025974508498e+01
9.868739687682917e+01 3.277025974508498e+01
9.117595090399166e+01 3.277025974508498e+01
8.749798784023127e+01 3.277025974508498e+01
1.188071719875340e+02 2.934986916816786e+01
1.151292089237736e+02 2.934986916816786e+01
1.076177629509361e+02 2.934986916816786e+01
9.868739687682918e+01 2.934986916816786e+01
9.117595090399168e+01 2.934986916816785e+01
8.749798784023129e+01 2.934986916816786e+01
1.188071719875340e+02 2.767508241591980e+01
1.151292089237736e+02 2.767508241591980e+01
1.076177629509361e+02 2.767508241591980e+01
9.868739687682918e+01 2.767508241591980e+01
9.117595090399169e+01 2.767508241591980e+01
8.749798784023130e+01 2.767508241591980e+01
1.188071719875340e+02 2.600029566367174e+01
1.151292089237736e+02 2.600029566367175e+01
1.076177629509361e+02 2.600029566367175e+01
9.868739687682918e+01 2.600029566367175e+01
9.117595090399169e+01 2.600029566367174e+01
8.749798784023130e+01 2.600029566367174e+01
1.188071719875340e+02 2.257990508675462e+01
1.151292089237736e+02 2.257990508675462e+01
1.076177629509361e+02 2.257990508675462e+01
9.868739687682918e+01 2.257990508675462e+01
9.117595090399168e+01 2.257990508675462e+01
8.749798784023130e+01 2.257990508675462e+01
1.188071719875340e+02 1.851339910658088e+01
1.151292089237736e+02 1.851339910658088e+01
1.076177629509361e+02 1.851339910658088e+01
9.868739687682918e+01 1.851339910658088e+01
9.117595090399169e+01 1.851339910658088e+01
8.749798784023130e+01 1.851339910658088e+01
1.188071719875340e+02 1.509300852966376e+01
1.151292089237736e+02 1.509300852966376e+01
1.076177629509361e+02 1.509300852966376e+01
9.868739687682918e+01 1.509300852966376e+01
9.117595090399169e+01 1.509300852966376e+01
8.749798784023130e+01 1.509300852966376e+01
1.188071719875340e+02 1.341822177741570e+01
1.151292089237736e+02 1.341822177741570e+01
1.076177629509361e+02 1.341822177741570e+01
9.868739687682918e+01 1.341822177741570e+01
9.117595090399169e+01 1.341822177741570e+01
8.749798784023130e+01 1.341822177741570e+01
8.382002477647077e+01 4.193194305442390e+01
7.630857880363317e+01 4.193194305442390e+01
6.737821272952613e+01 4.193194305442390e+01
5.986676675668853e+01 4.193194305442389e+01
5.618880369292810e+01 4.193194305442390e+01
8.382002477647079e+01 4.025715630217584e+01
7.630857880363318e+01 4.025715630217584e+01
6.737821272952614e+01 4.025715630217584e+01
5.986676675668853e+01 4.025715630217584e+01
5.618880369292810e+01 4.025715630217584e+01
8.382002477647080e+01 3.683676572525872e+01
7.630857880363320e+01 3.683676572525872e+01
6.737821272952615e+01 3.683676572525872e+01
5.986676675668854e+01 3.683676572525872e+01
5.618880369292810e+01 3.683676572525872e+01
8.382002477647083e+01 3.277025974508498e+01
7.630857880363321e+01 3.277025974508498e+01
6.737821272952615e+01 3.277025974508498e+01
5.986676675668854e+01 3.277025974508498e+01
5.618880369292809e+01 3.277025974508498e+01
8.382002477647085e+01 2.934986916816786e+01
7.630857880363321e+01 2.934986916816786e+01
6.737821272952615e+01 2.934986916816786e+01
5.986676675668853e+01 2.934986916816785e+01
5.618880369292809e+01 2.934986916816786e+01
8.382002477647086e+01 2.767508241591980e+01
7.630857880363322e+01 2.767508241591980e+01
6.737821272952615e+01 2.767508241591980e+01
5.986676675668854e+01 2.767508241591980e+01
5.618880369292810e+01 2.767508241591980e+01
8.382002477647086e+01 2.600029566367175e+01
7.630857880363324e+01 2.600029566367175e+01
6.737821272952617e+01 2.600029566367175e+01
5.986676675668855e+01 2.600029566367174e+01
5.618880369292810e+01 2.600029566367174e+01
8.382002477647086e+01 2.257990508675462e+01
7.630857880363324e+01 2.257990508675462e+01
6.737821272952618e+01 2.257990508675462e+01
