5.986676675668854e+01 2.257990508675462e+01
5.618880369292810e+01 2.257990508675462e+01
8.382002477647086e+01 1.851339910658088e+01
7.630857880363322e+01 1.851339910658088e+01
6.737821272952617e+01 1.851339910658088e+01
5.986676675668854e+01 1.851339910658088e+01
5.618880369292809e+01 1.851339910658088e+01
8.382002477647085e+01 1.509300852966376e+01
7.630857880363322e+01 1.509300852966376e+01
6.737821272952615e+01 1.509300852966376e+01
5.986676675668853e+01 1.509300852966376e+01
5.618880369292809e+01 1.509300852966376e+01
8.382002477647086e+01 1.341822177741570e+01
7.630857880363322e+01 1.341822177741570e+01
6.737821272952615e+01 1.341822177741570e+01
5.986676675668854e+01 1.341822177741570e+01
5.618880369292810e+01 1.341822177741570e+01
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35
30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65
5 66 67 68 69 70 11 71 72 73 74 75 17 76 77 78 79 80 23 81 82 83 84 85 29 86 87 88 89 90 35 91 92 93 94 95
35 91 92 93 94 95 41 96 97 98 99 100 47 101 102 103 104 105 53 106 107 108 109 110 59 111 112 113 114 115 65 116 117 118 119 120
BOUNDARY_NODES 40
0 1 2 3 4 5 6 12 18 24 30 36 42 48 54 60 61 62 63 64 65 66 67 68 69 70 75 80 85 90 95 100 105 110 115 116 117 118 119 120 
